x,f(x)
"97,4","0,0102669404517454"
"97,5","0,0102564102564103"
"97,6","0,0102459016393443"
"97,7","0,0102354145342886"
"97,8","0,0102249488752556"
"97,9","0,0102145045965271"
98,"0,0102040816326531"
"98,1","0,0101936799184506"
"98,2","0,010183299389002"
"98,3","0,0101729399796541"
"98,4","0,0101626016260163"
"98,5","0,0101522842639594"
"98,6","0,0101419878296146"
"98,7","0,0101317122593718"
"98,8","0,0101214574898785"
"98,9","0,0101112234580384"
99,"0,0101010101010101"
"99,1","0,0100908173562059"
"99,2","0,0100806451612903"
"99,3","0,0100704934541793"
"99,4","0,0100603621730382"
"99,5","0,0100502512562814"
"99,6","0,0100401606425703"
"99,7","0,0100300902708124"
"99,8","0,0100200400801603"
"99,9","0,01001001001001"
100,"0,01"
